Gas,Brake,Fuel,Gear,Rpms,SteerAngle,SpeedKmh,Velocity,AccG,WheelSlip,WheelLoad,WheelsPressure,WheelAngularSpeed,TyreWear,TyreDirtyLevel,TyreCoreTemperature,CamberRad,SuspensionTravel,DRS,TC,Heading,Pitch,Roll,CgHeight,CarDamage,NumberOfTyresOut,PitLimiterOn,Abs,Status,Session,CurrentTime,LastTime,BestTime,Split,CompletedLaps,Position,CurrentTimeValue,LastTimeValue,BestTimeValue,SessionTimeLeft,DistanceTraveled,IsInPit,CurrentSectorIndex,LastSectorTime,NumberOfLaps,TyreCompound,ReplayTimeMultiplier,NormalizedCarPosition,CarCoordinates,
0,0,30,1,5550,0.9,68.87895,5.512604:-0.02812724:-18.32167:,-1.106337:0.0004931148:-0.2845499:,2.074615:2.47602:0.5026758:0.452649:,3790.819:845.0553:4139.871:1615.997:,36.49842:33.53195:32.61194:32.04358:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.42117:99.39642:100:100:,0:0:0:0:,91.61514:73.07468:67.32465:63.77235:,0.02961968:-0.01873717:-0.001582212:0.06403539:,0.1702922:0.1100352:0.1628863:0.1001294:,0,0.11,-2.776615,-0.01552893,0.02152809,0.4160471,0:0:0:0:0:,0,0,0.13,2,0,0:06:816,1:35:536,1:35:536, ,2,1,6816,95536,95536,-4228614,5226.25,0,0,42848,5,Street,1,0.08999273,-166.7022:5.353884:-297.8343:,
0.8159995,0,30,3,5591,0.9,67.30331,7.354194:-0.00913706:-17.18815:,-1.038878:0.003061531:-0.008447886:,2.037783:2.414824:0.3899847:0.3682384:,3456.635:847.2563:4372.472:1980.005:,36.59357:33.54173:32.62178:32.03476:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41942:99.3944:100:100:,0:0:0:0:,92.20983:73.13583:67.38611:63.71728:,0.02777719:-0.01900566:-0.004528138:0.06429845:,0.165966:0.1081763:0.1663216:0.1035499:,0,0.11,-2.692791,-0.01006358,0.02062287,0.414669,0:0:0:0:0:,0,0,0.13,2,0,0:07:028,1:35:536,1:35:536, ,2,1,7028,95536,95536,-4228824,5230.25,0,0,42848,5,Street,1,0.09153651,-165.3415:5.350051:-301.5932:,
0,0,30,3,5157,0.9,66.74094,8.756395:-0.05385609:-16.34083:,-0.7667477:-0.03822592:-0.370178:,1.958232:2.3377:0.1989313:0.1333469:,3694.098:1245.694:3477.636:1808.078:,36.66982:33.5466:32.62523:32.02684:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41781:99.39253:100:100:,0:0:0:0:,92.6864:73.16623:67.40771:63.66774:,0.02355474:-0.02771058:-0.01126233:0.0581516:,0.1556759:0.1115006:0.1626023:0.1141096:,0,0.11,-2.637003,-0.009034603,0.01077022,0.4145417,0:0:0:0:0:,0,0,0.13,2,0,0:07:204,1:35:536,1:35:536, ,2,1,7204,95536,95536,-4229001,5233.545,0,0,42848,5,Street,1,0.09280327,-163.919:5.346277:-304.5642:,
0,0,30,3,4884,0.9,63.90788,9.776777:0.02034608:-14.81737:,-0.9122337:0.0213022:-0.4498213:,1.826874:2.195506:0.2572026:0.2359062:,3848.189:1089.644:3812.512:1484.721:,36.74231:33.56078:32.6211:32.0156:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41629:99.39079:100:100:,0:0:0:0:,93.13941:73.25484:67.38188:63.5975:,0.02127008:-0.02101918:-0.008996869:0.0576531:,0.1740121:0.1243608:0.1612832:0.1108526:,0,0.11,-2.538945,-0.01589282,0.01021576,0.4096031,0:0:0:0:0:,0,0,0.13,2,0,0:07:412,1:35:536,1:35:536, ,2,1,7412,95536,95536,-4229210,5237.328,0,0,42848,5,Street,1,0.09425855,-162.008:5.339435:-307.832:,
0.09600001,0,30,3,4729,0.9,61.02262,10.83604:-0.007894939:-13.03485:,-1.078917:-0.02955776:-0.3512796:,1.851457:2.247687:0.4137913:0.3954829:,3761.672:1172.424:3821.986:1656.632:,36.8134:33.57431:32.61893:32.0039:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41487:99.38918:100:100:,0:0:0:0:,93.58378:73.33943:67.36832:63.52439:,0.02496753:-0.01805675:-0.003686445:0.05812391:,0.1737006:0.1185643:0.15814:0.1037231:,0,0.11,-2.399252,-0.01708969,0.01120451,0.4137111,0:0:0:0:0:,0,0,0.13,2,0,0:07:620,1:35:536,1:35:536, ,2,1,7620,95536,95536,-4229416,5240.938,0,0,42848,5,Street,1,0.0956442,-159.8724:5.340716:-310.744:,
0.8959994,0,30,3,5020,0.9,59.77792,12.15236:0.01873263:-11.31569:,-1.055007:0.02052563:0.1098632:,1.924502:2.336418:0.4938754:0.5698861:,3379.811:535.4377:4553.754:2047.594:,36.88387:33.58162:32.6235:31.99412:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41346:99.38757:100:100:,0:0:0:0:,94.02422:73.38513:67.39691:63.46324:,0.02849334:-0.02141253:-0.00438095:0.06611602:,0.1666805:0.1070605:0.1678087:0.1061702:,0,0.11,-2.264679,-0.009010783,0.01626501,0.413753,0:0:0:0:0:,0,0,0.13,2,0,0:07:796,1:35:536,1:35:536, ,2,1,7796,95536,95536,-4229594,5243.881,0,0,42848,5,Street,1,0.09676427,-157.8722:5.341839:-312.8997:,
1,0,30,3,4993,0.9,60.00125,13.42102:-0.03973857:-9.882503:,-0.9988621:0.01463224:-0.03830311:,1.97:2.364379:0.3268951:0.3325591:,3741.776:992.7235:4070.464:1854.838:,36.94694:33.57715:32.62997:31.98898:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41202:99.38588:100:100:,0:0:0:0:,94.41836:73.35719:67.43732:63.43113:,0.02652573:-0.03085967:-0.01229469:0.06101923:,0.1559501:0.1063409:0.1663018:0.1145155:,0,0.11,-2.180064,-0.008542678,0.007789799,0.4143577,0:0:0:0:0:,0,0,0.13,2,0,0:08:004,1:35:536,1:35:536, ,2,1,8004,95536,95536,-4229802,5247.35,0,0,42848,5,Street,1,0.09808525,-155.2312:5.339672:-315.1455:,
1,0,30,3,5021,0.9,60.2014,14.34693:-0.05324182:-8.591196:,-0.8116845:-0.009478456:0.04809946:,1.855745:2.242707:0.239892:0.271282:,3362.166:1042.487:3739.328:2178.246:,37.00418:33.5793:32.62895:31.98249:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.41061:99.38424:100:100:,0:0:0:0:,94.77611:73.37063:67.43093:63.39054:,0.0230301:-0.03283816:-0.01431934:0.05637594:,0.1525031:0.1072155:0.1640602:0.116789:,0,0.11,-2.100387,-0.006805596,0.00301131,0.4148464,0:0:0:0:0:,0,0,0.13,2,0,0:08:208,1:35:536,1:35:536, ,2,1,8208,95536,95536,-4230005,5250.766,0,0,42848,5,Street,1,0.09939032,-152.4014:5.331246:-317.0559:,
1,0,30,3,5171,0.9,61.99179,15.52217:-0.04928942:-7.455615:,-0.8143163:-0.03605692:0.2858557:,1.823089:2.235162:0.3454384:0.4908096:,3052.096:498.321:4239.333:2278.155:,37.05495:33.58375:32.62743:31.97794:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.40924:99.38265:100:100:,0:0:0:0:,95.09341:73.39842:67.42143:63.36215:,0.02198124:-0.03753322:-0.01617254:0.05718989:,0.1456586:0.1040996:0.1658871:0.1210137:,0,0.11,-1.993157,-0.001695995,0.001013981,0.4150562,0:0:0:0:0:,0,0,0.13,2,0,0:08:416,1:35:536,1:35:536, ,2,1,8416,95536,95536,-4230215,5254.29,0,0,42848,5,Street,1,0.1007447,-149.3085:5.32224:-318.7387:,
1,0,30,3,5320,0.9,63.70618,16.6272:-0.007302655:-6.057264:,-0.8790734:0.01141377:0.2306739:,1.874344:2.277697:0.3362536:0.4803908:,3139.165:910.0959:4116.667:2159.346:,37.10638:33.5827:32.62931:31.97606:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.4078:99.38097:100:100:,0:0:0:0:,95.41485:73.39188:67.43317:63.35037:,0.02094816:-0.03429279:-0.01771347:0.05995433:,0.1494975:0.104865:0.1688726:0.122493:,0,0.11,-1.896168,-0.001497738,0.0007371765,0.4126577,0:0:0:0:0:,0,0,0.13,2,0,0:08:596,1:35:536,1:35:536, ,2,1,8596,95536,95536,-4230394,5257.427,0,0,42848,5,Street,1,0.1019661,-146.4271:5.314801:-319.9785:,
1,0,30,3,5457,0.9,65.46123,17.57442:-0.02654749:-4.66744:,-0.8181937:-0.009856587:0.2051392:,1.8861:2.288192:0.3160947:0.46283:,3157.559:854.2992:4195.443:2095.681:,37.15976:33.58301:32.63161:31.97426:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.40631:99.37922:100:100:,0:0:0:0:,95.74852:73.39383:67.44758:63.3391:,0.02026255:-0.03694567:-0.01731528:0.05915922:,0.1460649:0.1047538:0.1666019:0.1221192:,0,0.11,-1.807258,-0.002138589,-0.001273981,0.4142737,0:0:0:0:0:,0,0,0.13,2,0,0:08:808,1:35:536,1:35:536, ,2,1,8808,95536,95536,-4230604,5261.221,0,0,42848,5,Street,1,0.1034528,-142.8183:5.310752:-321.1468:,
1,0,30,3,5585,0.9,67.13081,18.37862:0.008826503:-3.154902:,-0.8811404:0.029012:0.2588503:,1.886675:2.288819:0.3296091:0.4612515:,3099.581:838.7047:4290.34:2412.428:,37.21585:33.58707:32.63396:31.97251:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.40477:99.37743:100:100:,0:0:0:0:,96.09908:73.41916:67.46222:63.32821:,0.02019477:-0.03563471:-0.01763928:0.06030842:,0.1478796:0.1046616:0.1686472:0.1213735:,0,0.11,-1.714601,0.001342808,0.001242045,0.4127259,0:0:0:0:0:,0,0,0.13,2,0,0:09:020,1:35:536,1:35:536, ,2,1,9020,95536,95536,-4230818,5265.123,0,0,42848,5,Street,1,0.1050008,-139.0122:5.307017:-321.9917:,
1,0,30,3,5711,0.9,68.89408,19.07001:0.02408032:-1.602524:,-0.79065:0.04002852:0.2327929:,1.912749:2.315273:0.3197581:0.4195223:,3221.538:1059.937:4049.464:2311.59:,37.27408:33.5886:32.63738:31.97157:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.40318:99.37556:100:100:,0:0:0:0:,96.46299:73.42876:67.48363:63.3223:,0.02099648:-0.03832231:-0.01905577:0.0574583:,0.1449655:0.1049217:0.1679331:0.1248694:,0,0.11,-1.630794,0.0005251466,-0.0009057111,0.412868,0:0:0:0:0:,0,0,0.13,2,0,0:09:204,1:35:536,1:35:536, ,2,1,9204,95536,95536,-4231000,5268.593,0,0,42848,5,Street,1,0.10639,-135.5706:5.310846:-322.4427:,
1,0,30,3,5853,0.9,70.438,19.56604:0.05338394:0.0002082326:,-0.8035428:-0.02877529:0.2460741:,1.905016:2.309067:0.3297462:0.4586752:,3105.511:504.8036:4192.438:2105.478:,37.33423:33.59618:32.64056:31.97041:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.40156:99.37366:100:100:,0:0:0:0:,96.83895:73.47612:67.5035:63.31503:,0.02093393:-0.03791409:-0.01592742:0.0606388:,0.1448925:0.1042123:0.1707619:0.1210949:,0,0.11,-1.540719,0.003653028,0.005548843,0.413455,0:0:0:0:0:,0,0,0.13,2,0,0:09:412,1:35:536,1:35:536, ,2,1,9412,95536,95536,-4231210,5272.609,0,0,42848,5,Street,1,0.1079941,-131.561:5.318122:-322.6335:,
0,0,30,3,5281,0.9,68.7234,19.0113:0.08641211:1.727672:,-0.9805205:0.05512052:-0.4402757:,1.927613:2.301866:0.2694339:0.2368767:,3941.375:1251.436:3964.671:1765.212:,37.40054:33.60405:32.64305:31.96603:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.3999:99.37173:100:100:,0:0:0:0:,97.25341:73.52528:67.51908:63.28767:,0.02232832:-0.02437068:-0.009593241:0.05950601:,0.1694223:0.1207985:0.1668025:0.1125804:,0,0.11,-1.453543,-0.005879435,0.01136188,0.4075108,0:0:0:0:0:,0,0,0.13,2,0,0:09:624,1:35:536,1:35:536, ,2,1,9624,95536,95536,-4231421,5276.733,0,0,42848,5,Street,1,0.1096375,-127.437:5.330714:-322.4586:,
0,0,30,3,5041,0.9,65.75333,17.93219:0.1112083:3.468066:,-0.9430454:-0.07160208:-0.3678931:,1.892272:2.274384:0.3661586:0.3359095:,3734.7:1159.045:3515.354:1422.559:,37.4765:33.62101:32.64292:31.9558:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.39833:99.36993:100:100:,0:0:0:0:,97.72813:73.6313:67.51826:63.22373:,0.02355474:-0.01937221:-0.004353655:0.05947192:,0.171889:0.1215726:0.1602207:0.1046294:,0,0.11,-1.335392,-0.01306242,0.0157242,0.4128342,0:0:0:0:0:,0,0,0.13,2,0,0:09:804,1:35:536,1:35:536, ,2,1,9804,95536,95536,-4231602,5280.096,0,0,42848,5,Street,1,0.1109652,-124.1033:5.352988:-322.0019:,
0.6719998,0,30,3,5225,0.9,63.65482,16.87419:0.08460419:5.282426:,-1.041997:-0.03684256:-0.04186609:,1.950346:2.349843:0.4660037:0.4940358:,3490.992:652.0134:4416.163:1538.785:,37.55111:33.63422:32.64605:31.94535:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.3968:99.36819:100:100:,0:0:0:0:,98.19447:73.71389:67.53783:63.15843:,0.02743818:-0.02166163:-0.000345267:0.06486185:,0.1686746:0.1121732:0.1644685:0.10126:,0,0.11,-1.205949,-0.007897519,0.0254542,0.4145074,0:0:0:0:0:,0,0,0.13,2,0,0:10:016,1:35:536,1:35:536, ,2,1,10016,95536,95536,-4231814,5283.9,0,0,42848,5,Street,1,0.1124605,-120.4078:5.372076:-321.1015:,
1,0,30,3,5068,0.9,63.73557,16.21864:0.03968297:7.099101:,-0.9732019:-0.0388437:-0.1081181:,2.014147:2.41112:0.3860478:0.3177048:,3249.256:688.7596:4209.928:1820.771:,37.61908:33.63655:32.65432:31.9395:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.39524:99.36639:100:100:,0:0:0:0:,98.61926:73.72842:67.58947:63.12185:,0.02416928:-0.02826648:-0.007184556:0.06218588:,0.1543169:0.1046566:0.1667466:0.1092943:,0,0.11,-1.11336,-0.0023166,0.024924,0.4161501,0:0:0:0:0:,0,0,0.13,2,0,0:10:204,1:35:536,1:35:536, ,2,1,10204,95536,95536,-4232002,5287.229,0,0,42848,5,Street,1,0.1137644,-117.2863:5.385988:-319.9531:,
1,0,30,3,5047,0.9,63.93789,15.52178:0.04862048:8.631819:,-0.8541153:-0.00597953:-0.2302262:,1.934196:2.323231:0.2181822:0.1477164:,3126.219:1022.101:3981.215:2066.321:,37.68185:33.63814:32.65751:31.9338:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.39369:99.36459:100:100:,0:0:0:0:,99.01158:73.73839:67.60945:63.08628:,0.02383149:-0.03296138:-0.012686:0.05913099:,0.1510995:0.1052198:0.1659266:0.115319:,0,0.11,-1.04689,0.0002737939,0.02214621,0.4148211,0:0:0:0:0:,0,0,0.13,2,0,0:10:396,1:35:536,1:35:536, ,2,1,10396,95536,95536,-4232192,5290.635,0,0,42848,5,Street,1,0.115091,-114.2232:5.394908:-318.4674:,
1,0,30,3,5423,0.9,65.187,15.06205:0.06270611:10.05049:,-0.7697487:-0.03852064:0.2406158:,1.854082:2.251708:0.3088221:0.4627826:,2916.189:843.4632:4020.176:2237.252:,37.73595:33.64481:32.65626:31.92871:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.39221:99.36286:100:100:,0:0:0:0:,99.34968:73.78009:67.60162:63.05442:,0.01907766:-0.03860442:-0.01485063:0.05691288:,0.1439278:0.1050183:0.1650849:0.1199998:,0,0.11,-0.9596317,0.002587738,0.02120828,0.4154887,0:0:0:0:0:,0,0,0.13,2,0,0:10:624,1:35:536,1:35:536, ,2,1,10624,95536,95536,-4232421,5294.706,0,0,42848,5,Street,1,0.1166837,-110.7397:5.407528:-316.3618:,
0.112,0,30,3,4948,0.9,63.81794,13.80831:0.006616883:11.11685:,-0.87938:-0.04006199:-0.383901:,1.909972:2.289592:0.2652175:0.2446128:,3712.208:1345.708:3631.055:1455.347:,37.78713:33.64867:32.65537:31.92317:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.3907:99.3611:100:100:,0:0:0:0:,99.66958:73.80421:67.59606:63.01983:,0.02124204:-0.02637021:-0.008829688:0.05663346:,0.1630225:0.1168817:0.1614749:0.111708:,0,0.11,-0.8668724,-0.00946815,0.02708001,0.4127588,0:0:0:0:0:,0,0,0.13,2,0,0:10:820,1:35:536,1:35:536, ,2,1,10820,95536,95536,-4232617,5298.242,0,0,42848,5,Street,1,0.1180658,-107.8817:5.412665:-314.2715:,
0.9119993,0,30,3,5235,0.9,62.83998,12.40362:0.01490853:12.28194:,-0.8983316:-0.07428686:0.07547256:,1.869292:2.266245:0.3801113:0.473021:,3316.888:830.4878:3994.773:1738.027:,37.84751:33.65962:32.65372:31.91291:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38924:99.35943:100:100:,0:0:0:0:,100.0469:73.87263:67.58579:62.95567:,0.02490059:-0.02536547:-0.006550992:0.06027973:,0.1628365:0.1119956:0.1623758:0.10704:,0,0.11,-0.7492229,-0.01153963,0.0338565,0.4157515,0:0:0:0:0:,0,0,0.13,2,0,0:11:020,1:35:536,1:35:536, ,2,1,11020,95536,95536,-4232819,5301.742,0,0,42848,5,Street,1,0.1194365,-105.2678:5.417645:-311.9413:,
1,0,30,3,5291,0.9,62.86173,11.06449:-0.023737:13.50865:,-0.9475126:-0.007591212:0.06350353:,1.953271:2.357386:0.3846686:0.4354384:,3539.133:685.3252:4216.394:1827.248:,37.90495:33.66285:32.65683:31.90635:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38776:99.3577:100:100:,0:0:0:0:,100.4059:73.89284:67.60516:62.91466:,0.02670938:-0.02886747:-0.007184556:0.0612991:,0.1555711:0.1045365:0.1657971:0.1093586:,0,0.11,-0.6459026,-0.004914432,0.03666696,0.4161873,0:0:0:0:0:,0,0,0.13,2,0,0:11:188,1:35:536,1:35:536, ,2,1,11188,95536,95536,-4232986,5304.683,0,0,42848,5,Street,1,0.1205863,-103.267:5.41712:-309.7869:,
1,0,30,3,5277,0.9,63.10317,9.735283:0.006986149:14.57663:,-0.8169525:-0.01691065:0.02004981:,1.933028:2.322752:0.2741334:0.3364929:,3506.188:1084.649:3737.977:1769.328:,37.96302:33.6625:32.65983:31.90117:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38625:99.35595:100:100:,0:0:0:0:,100.7689:73.89065:67.62394:62.88229:,0.02240561:-0.03074936:-0.01124644:0.05882154:,0.1545338:0.1071847:0.1645588:0.1147465:,0,0.11,-0.5689629,-0.004764419,0.03270078,0.4149332,0:0:0:0:0:,0,0,0.13,2,0,0:11:396,1:35:536,1:35:536, ,2,1,11396,95536,95536,-4233193,5308.332,0,0,42848,5,Street,1,0.1220254,-101.0544:5.415715:-306.8854:,
1,0,30,3,5311,0.9,63.35033,8.493362:-0.01206817:15.41195:,-0.7591454:-0.05592462:-0.002957195:,1.889394:2.276797:0.2673322:0.3424217:,3368.625:1057.142:3579.554:1477.618:,38.0151:33.66718:32.65879:31.89523:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38477:99.35423:100:100:,0:0:0:0:,101.0944:73.91984:67.61741:62.8452:,0.0213791:-0.03401351:-0.01134144:0.05759618:,0.1498503:0.1071922:0.1637492:0.1152496:,0,0.11,-0.4838064,-0.00576705,0.03306967,0.4167724,0:0:0:0:0:,0,0,0.13,2,0,0:11:604,1:35:536,1:35:536, ,2,1,11604,95536,95536,-4233403,5311.998,0,0,42848,5,Street,1,0.1234751,-99.11861:5.416317:-303.7711:,
1,0,30,3,5303,0.7613999,63.63107,7.100764:-0.02770051:16.18624:,-0.8697551:-0.03334673:8.508563E-05:,1.844387:2.134922:0.3139978:0.3438546:,3420.637:791.0765:3931.73:1757.979:,38.06572:33.67326:32.65806:31.88946:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.3833:99.35252:100:100:,0:0:0:0:,101.4107:73.95788:67.61288:62.80911:,0.02325932:-0.01637035:-0.01149284:0.0603776:,0.1527376:0.1052562:0.1635267:0.1141124:,0,0.11,-0.3817809,-0.00471206,0.0378757,0.4162908,0:0:0:0:0:,0,0,0.13,2,0,0:11:816,1:35:536,1:35:536, ,2,1,11816,95536,95536,-4233615,5315.75,0,0,42848,5,Street,1,0.1249635,-97.43454:5.411328:-300.4179:,
1,0,30,3,5314,0.1215997,64.27173,5.509423:-0.02077182:16.98189:,-0.983426:-0.000152468:0.0639174:,0.7929633:0.6070684:0.3256381:0.321553:,3568.606:1082.567:3771.354:1890.483:,38.10144:33.66941:32.66007:31.88445:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38223:99.35148:100:100:,0:0:0:0:,101.634:73.93383:67.62542:62.77784:,0.02836332:0.02698471:-0.01164739:0.05937456:,0.1528101:0.1051633:0.1660438:0.1147441:,0,0.11,-0.2805047,-0.004816816,0.03800207,0.4151583,0:0:0:0:0:,0,0,0.13,2,0,0:11:992,1:35:536,1:35:536, ,2,1,11992,95536,95536,-4233790,5318.882,0,0,42848,5,Street,1,0.1262091,-96.29179:5.408123:-297.5003:,
1,0,30,3,5383,0,65.78578,4.515472:-0.02101664:17.70714:,-0.4394965:0.0273525:0.1367895:,0.06645485:0.07444435:0.2269542:0.1572596:,2272.72:1687.99:3274.332:2853.661:,38.09304:33.65247:32.66188:31.88008:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38206:99.35138:100:100:,0:0:0:0:,101.5815:73.82792:67.63675:62.7505:,0.01524282:0.0147661:-0.02783936:0.04784367:,0.1409072:0.1167381:0.1594138:0.1337991:,0,0.11,-0.2266141,0.0005076126,0.01646449,0.4111938,0:0:0:0:0:,0,0,0.13,2,0,0:12:200,1:35:536,1:35:536, ,2,1,12200,95536,95536,-4233999,5322.641,0,0,42848,5,Street,1,0.1276992,-95.23869:5.405045:-293.8934:,
1,0,30,3,5609,0,68.80073,4.528208:0.003671301:18.56711:,0.1098862:-0.01092797:0.4378191:,0.02176381:0.01096677:0.2135606:0.2007796:,1595.773:1967.244:3072.878:3546.553:,38.06529:33.63306:32.65813:31.87587:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38202:99.35133:100:100:,0:0:0:0:,101.4081:73.70667:67.6133:62.72421:,0.004026473:-0.002013236:-0.04040784:0.04036355:,0.1229962:0.1189893:0.1511793:0.1487517:,0,0.11,-0.2464181,0.005453576,-0.0003848006,0.4124417,0:0:0:0:0:,0,0,0.13,2,0,0:12:408,1:35:536,1:35:536, ,2,1,12408,95536,95536,-4234207,5326.516,0,0,42848,5,Street,1,0.1292461,-94.31721:5.406835:-290.1309:,
1,0,30,3,5855,-0.117274,71.78929,4.991057:-0.004530006:19.30678:,0.2394424:-0.04614:0.3869411:,0.2067692:0.1805447:0.2227993:0.1901828:,1498.517:2166.64:2821.448:3389.015:,38.0308:33.61293:32.65117:31.87222:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38195:99.35128:100:100:,0:0:0:0:,101.1925:73.5808:67.56984:62.7014:,0.00179406:-0.007517012:-0.04191712:0.03445236:,0.1137378:0.1218832:0.1455151:0.1527634:,0,0.11,-0.2514728,0.005181381,-0.006003316,0.4146628,0:0:0:0:0:,0,0,0.13,2,0,0:12:616,1:35:536,1:35:536, ,2,1,12616,95536,95536,-4234413,5330.574,0,0,42848,5,Street,1,0.1309094,-93.33431:5.407734:-286.1938:,
1,0,30,3,6094,0,74.73355,5.561144:-0.01637569:20.00057:,0.1651967:-0.009242026:0.4196195:,0.03529644:0.0147653:0.2133737:0.2130258:,1787.34:2024.891:3050.596:3382.521:,37.99623:33.59525:32.64451:31.86927:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38189:99.35123:100:100:,0:0:0:0:,100.9765:73.47034:67.52817:62.68297:,-0.001337213:-0.01014878:-0.04326934:0.03442639:,0.113726:0.1219749:0.1439359:0.1535932:,0,0.11,-0.2792372,0.004972969,-0.00667592,0.4145565,0:0:0:0:0:,0,0,0.13,2,0,0:12:820,1:35:536,1:35:536, ,2,1,12820,95536,95536,-4234616,5334.726,0,0,42848,5,Street,1,0.1326359,-92.25396:5.405446:-282.1853:,
1,0,30,3,6333,0,77.71181,5.957236:-0.002949601:20.74833:,0.0379049:-0.008237684:0.4089051:,0.01803433:0.009941261:0.2038672:0.2013695:,1565.402:1746.275:3303.478:3294.935:,37.96058:33.57575:32.63828:31.86715:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38186:99.35121:100:100:,0:0:0:0:,100.7536:73.34843:67.48926:62.66967:,0.000345267:-0.00720113:-0.04136732:0.03629775:,0.1182782:0.120914:0.1458378:0.1519227:,0,0.11,-0.2802018,0.006027026,-0.00435209,0.4137535,0:0:0:0:0:,0,0,0.13,2,0,0:12:992,1:35:536,1:35:536, ,2,1,12992,95536,95536,-4234790,5338.36,0,0,42848,5,Street,1,0.1341586,-91.26304:5.403216:-278.6891:,
1,0,30,3,6580,0,80.6891,6.187569:0.01119697:21.54264:,0.002532445:-0.01868364:0.389753:,0.0131917:0.01123094:0.2076413:0.2071139:,1597.885:1702.588:3140.905:3051.414:,37.92485:33.55558:32.63301:31.86512:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38184:99.3512:100:100:,0:0:0:0:,100.5303:73.22237:67.45632:62.65698:,0.002367032:-0.004475175:-0.038909:0.03942805:,0.1187358:0.1195534:0.1487208:0.1496948:,0,0.11,-0.2793317,0.00583981,-0.0009894413,0.4142261,0:0:0:0:0:,0,0,0.13,2,0,0:13:196,1:35:536,1:35:536, ,2,1,13196,95536,95536,-4234994,5342.829,0,0,42848,5,Street,1,0.1360292,-90.029:5.404581:-274.3937:,
1,0,30,3,6818,0,83.67498,6.403666:0.01195519:22.34351:,0.001292259:-0.04379334:0.3937886:,0.01393093:0.01571738:0.2029787:0.2018006:,1667.407:1603.287:3113.943:3229.208:,37.88929:33.5354:32.62862:31.86351:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38183:99.35119:100:100:,0:0:0:0:,100.308:73.09622:67.4289:62.64692:,0.003936652:-0.005545816:-0.03892432:0.03841865:,0.1180222:0.1182169:0.1499933:0.1491816:,0,0.11,-0.279065,0.006739414,-0.0007702773,0.4142728,0:0:0:0:0:,0,0,0.13,2,0,0:13:400,1:35:536,1:35:536, ,2,1,13400,95536,95536,-4235199,5347.47,0,0,42848,5,Street,1,0.1379564,-88.74891:5.406474:-269.9329:,
1,0,30,3,7067,0,86.61806,6.628528:-0.02018187:23.12949:,0.001023419:-0.01990331:0.4123957:,0.01410574:0.01641532:0.2121556:0.2094567:,1980.898:1956.113:3107.327:3260.862:,37.85392:33.51537:32.62488:31.86255:,1.757522:2.263404E-18:1.137154E-41:7.375374E-39:,99.38181:99.35117:100:100:,0:0:0:0:,100.087:72.97105:67.40549:62.64094:,0.003126527:-0.004157568:-0.03734691:0.03600917:,0.1183146:0.1183687:0.1477552:0.1471533:,0,0.11,-0.2789766,0.005033601,0.0003962368,0.4149075,0:0:0:0:0:,0,0,0.13,2,0,0:13:604,1:35:536,1:35:536, ,2,1,13604,95536,95536,-4235403,5352.282,0,0,42848,5,Street,1,0.139939,-87.4231:5.406579:-265.3065:,
